                Monatswerte der Station 10616 Hahn                                              
 STAT JJJJMM   QN    TNN    TNM    TMM    TXM    TXX    SOS    NMM    RSS    RSX    FMM    FXX
----- ------   -- ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
10616;200208;10;10.4;13.4;16.9;21.0;27.4;156.0;5.5;154.1;40.2;2.3;13.8
10616;200207;10;8.1;12.1;16.1;20.1;29.0;150.7;5.5;76.2;26.4;2.5;17.5
10616;200206;10;5.9;11.4;16.2;20.9;32.9;222.9;5.0;44.9;15.2;2.5;15.7
10616;200205;10;1.4;7.9;12.0;16.1;25.8;183.1;5.9;65.3;32.4;2.6;17.1
10616;200204;10;-2.7;3.2;7.4;11.7;19.4;192.1;4.6;55.5;12.3;3.0;20.2
10616;200203;10;-3.6;1.4;5.2;9.1;16.0;147.8;5.1;72.0;20.2;2.9;20.0
10616;200202;10;-4.6;1.3;4.4;7.1;14.5;77.9;6.1;181.8;24.3;4.1;24.7
10616;200201;10;-13.1;-2.6;0.0;2.3;11.6;69.8;6.0;35.9;7.5;3.1;25.0
10616;200112;10;-11.2;-2.9;-0.6;1.6;9.9;62.1;5.9;56.0;14.6;3.2;21.0
10616;200111;10;-6.2;0.5;3.1;5.5;10.9;86.3;5.9;134.4;26.2;2.8;22.4
10616;200110;10;4.6;8.9;11.9;15.2;22.7;114.6;5.3;58.7;19.3;2.9;19.4
10616;200109;10;2.9;7.6;10.3;13.5;19.8;78.1;6.4;99.8;18.7;2.9;19.3
10616;200108;10;7.9;13.5;17.8;22.4;30.4;223.7;4.6;48.1;12.6;2.5;15.8
10616;200107;10;9.9;13.1;17.4;22.1;29.0;246.4;4.7;83.4;25.4;2.7;22.2
10616;200106;10;4.2;9.0;13.4;18.3;26.7;208.5;5.3;105.4;29.4;2.5;17.8
10616;200105;10;3.1;9.1;13.6;18.3;24.0;271.0;4.5;23.0;9.7;2.7;16.7
10616;200104;10;-4.9;2.4;5.9;9.8;18.9;114.0;6.1;84.9;10.3;3.0;18.2
10616;200103;10;-4.8;1.8;4.2;7.2;12.4;54.2;6.9;153.2;22.0;3.0;18.0
10616;200102;10;-8.3;-0.5;2.3;5.3;12.8;77.8;6.2;62.8;11.1;3.1;20.0
10616;200101;10;-9.2;-1.8;0.8;3.1;9.9;74.8;5.9;65.3;10.0;3.1;23.0
10616;200012;10;-7.5;0.7;2.7;5.4;12.5;42.0;6.4;67.6;18.5;3.1;26.0
10616;200011;10;-1.6;2.8;5.1;7.5;12.3;37.4;6.6;75.4;13.3;3.2;18.0
10616;200010;10;1.0;6.5;8.9;12.2;16.7;76.3;6.0;69.1;12.3;3.1;26.0
10616;200009;10;6.3;10.6;13.4;17.0;23.5;103.7;5.8;138.7;30.4;2.6;20.0
10616;200008;10;9.7;13.0;17.3;21.8;27.2;247.3;4.2;50.8;17.5;2.2;24.0
10616;200007;10;6.3;10.6;13.5;17.6;25.2;126.8;6.1;266.1;36.0;2.8;35.0
10616;200006;10;4.7;11.2;15.9;20.6;29.9;274.8;4.3;61.4;18.7;2.5;15.0
10616;200005;10;3.9;9.5;13.4;17.7;25.2;181.4;5.7;83.3;27.4;2.6;21.0
10616;200004;10;-1.5;4.6;8.8;13.3;22.5;177.5;5.6;43.6;8.2;2.8;24.0
10616;200003;10;-3.7;2.1;4.5;7.4;15.6;76.2;6.7;82.5;15.7;3.1;25.0
10616;200002;10;-3.3;0.6;3.2;6.1;12.2;84.3;6.2;74.7;9.1;3.3;21.0
10616;200001;10;-11.7;-1.6;0.7;2.5;8.2;54.3;6.3;43.2;14.9;2.9;22.0
10616;199912;10;-7.8;-0.6;1.2;3.1;9.3;23.4;7.2;126.8;21.4;3.6;27.0
10616;199911;10;-7.0;0.3;2.7;5.0;15.6;56.6;6.5;53.7;11.4;2.8;15.0
10616;199910;10;-0.8;5.3;8.0;11.4;16.8;119.2;5.0;56.1;15.0;3.0;18.0
10616;199909;10;8.3;12.3;16.4;20.9;27.7;188.1;4.7;49.6;11.2;2.7;15.0
10616;199908;10;7.6;12.6;16.4;20.9;26.6;189.4;5.1;45.0;13.6;2.5;18.0
10616;199907;10;9.1;13.7;18.0;22.4;28.5;252.0;4.7;65.7;20.6;2.6;14.0
10616;199906;10;5.6;9.9;14.0;18.7;26.5;205.7;5.0;88.4;14.1;2.6;16.0
